Name,Coords
Polk NE,"-97.7834,41.0755"
Wausa NE,"-97.5393,42.4979"
Cody NE,"-101.2489,42.9377"
Saronville NE,"-97.9387,40.6030"
Keystone NE,"-101.5841,41.2187"
Sarben NE,"-101.3043,41.1662"
Murdock NE,"-96.2811,40.9259"
Republican City NE,"-99.2223,40.0987"
Steinauer NE,"-96.2329,40.2073"
Columbus NE,"-97.3561,41.4361"
Champion NE,"-101.7469,40.4706"
Woodland Park NE,"-97.3452,42.0542"
Trenton NE,"-101.0136,40.1746"
Overland NE,"-97.9784,41.0808"
Odessa NE,"-99.2544,40.6990"
Macy NE,"-96.3667,42.1160"
Burr NE,"-96.2997,40.5360"
Pickrell NE,"-96.7295,40.3781"
Wood River NE,"-98.6003,40.8208"
Decatur NE,"-96.2497,42.0056"
Glenvil NE,"-98.2546,40.5027"
Johnstown NE,"-100.0563,42.5721"
Genoa NE,"-97.7322,41.4462"
Palisade NE,"-101.1075,40.3483"
Barada NE,"-95.5778,40.2183"
Holdrege NE,"-99.3774,40.4394"
Union NE,"-95.9215,40.8144"
Melbeta NE,"-103.5171,41.7819"
Stuart NE,"-99.1406,42.6011"
Kilgore NE,"-100.9571,42.9392"
Dwight NE,"-97.0191,41.0827"
Cambridge NE,"-100.1654,40.2843"
Clinton NE,"-102.3477,42.7598"
La Vista NE,"-96.0665,41.1816"
Maxwell NE,"-100.5258,41.0784"
Gresham NE,"-97.4011,41.0284"
Schuyler NE,"-97.0619,41.4497"
Osmond NE,"-97.5990,42.3583"
Eustis NE,"-100.0296,40.6644"
Burton NE,"-99.5918,42.9119"
Upland NE,"-98.9024,40.3195"
Blue Springs NE,"-96.6631,40.1376"
Lemoyne NE,"-101.8133,41.2766"
Shickley NE,"-97.7242,40.4165"
Waco NE,"-97.4615,40.8970"
Ponca NE,"-96.7097,42.5648"
Snyder NE,"-96.7868,41.7046"
Long Pine NE,"-99.7027,42.5353"
Imperial NE,"-101.6374,40.5145"
Atkinson NE,"-98.9746,42.5308"
Tryon NE,"-100.9536,41.5584"
Bloomington NE,"-99.0384,40.0938"
Valley NE,"-96.3565,41.3147"
Ewing NE,"-98.3438,42.2594"
Danbury NE,"-100.4051,40.0376"
Wolbach NE,"-98.3940,41.4013"
Heartwell NE,"-98.7891,40.5699"
Lisco NE,"-102.6237,41.4987"
Wisner NE,"-96.9135,41.9878"
Hayes Center NE,"-101.0203,40.5110"
Maywood NE,"-100.6222,40.6587"
Memphis NE,"-96.4331,41.0946"
Lorton NE,"-96.0242,40.5972"
Naponee NE,"-99.1386,40.0747"
McGrew NE,"-103.4175,41.7477"
Riverton NE,"-98.7597,40.0897"
Beemer NE,"-96.8093,41.9299"
Glenwood NE,"-99.0810,40.7555"
Gothenburg NE,"-100.1540,40.9241"
Nenzel NE,"-101.1018,42.9274"
Beatrice NE,"-96.7455,40.2738"
Weston NE,"-96.7420,41.1931"
Berea NE,"-102.9830,42.2123"
Salem NE,"-95.7285,40.0769"
Benkelman NE,"-101.5354,40.0517"
Dawson NE,"-95.8296,40.1305"
Palmyra NE,"-96.3922,40.7057"
Du Bois NE,"-96.0466,40.0346"
Ravenna NE,"-98.8946,41.0275"
Randolph NE,"-97.3577,42.3775"
Oak NE,"-97.9036,40.2382"
Kenesaw NE,"-98.6576,40.6189"
Gilead NE,"-97.4151,40.1461"
Verdigre NE,"-98.0357,42.5973"
Valparaiso NE,"-96.8330,41.0798"
Axtell NE,"-99.1292,40.4798"
Burchard NE,"-96.3488,40.1494"
Johnson NE,"-95.9997,40.4105"
Bellevue NE,"-95.9357,41.1536"
Overton NE,"-99.5374,40.7406"
Garland NE,"-96.9854,40.9447"
Walton NE,"-96.5657,40.7960"
Ashton NE,"-98.7951,41.2478"
Hoskins NE,"-97.3045,42.1126"
Belden NE,"-97.2075,42.4117"
Verdel NE,"-98.1933,42.8114"
Hadar NE,"-97.4510,42.1072"
Elsie NE,"-101.3892,40.8472"
Yankee Hill NE,"-96.7364,40.7674"
Jansen NE,"-97.0832,40.1863"
De Witt NE,"-96.9222,40.3953"
Trenton TN,"-88.9449,35.9689"
Beersheba Springs TN,"-85.6689,35.4589"
Oliver Springs TN,"-84.3284,36.0398"
Paris TN,"-88.3065,36.2933"
Walterhill TN,"-86.3678,35.9573"
Stanton TN,"-89.4014,35.4613"
Forest Hills TN,"-86.8403,36.0652"
McMinnville TN,"-85.7812,35.6863"
Berry Hill TN,"-86.7673,36.1196"
White Pine TN,"-83.2970,36.1087"
Sneedville TN,"-83.2099,36.5367"
Oak Ridge TN,"-84.2938,35.9638"
Brownsville TN,"-89.2578,35.5890"
Hornsby TN,"-88.8294,35.2285"
Soddy-Daisy TN,"-85.1740,35.2571"
Niota TN,"-84.5498,35.5170"
Gallatin TN,"-86.4696,36.3782"
Robbins TN,"-84.5839,36.3536"
Luttrell TN,"-83.7478,36.2097"
Rockford TN,"-83.9357,35.8328"
Powells Crossroads TN,"-85.4848,35.1848"
Henry TN,"-88.4108,36.2004"
Hohenwald TN,"-87.5540,35.5514"
Louisville TN,"-84.0552,35.8246"
Surgoinsville TN,"-82.8593,36.4745"
Hillsboro TN,"-85.9639,35.4085"
La Follette TN,"-84.1256,36.3718"
Medon TN,"-88.8636,35.4556"
Piperton TN,"-89.6091,35.0512"
Bluff City TN,"-82.2770,36.4586"
South Carthage TN,"-85.9575,36.2414"
Viola TN,"-85.8606,35.5387"
Dickson TN,"-87.3668,36.0640"
Newport TN,"-83.1977,35.9617"
Bells TN,"-89.0859,35.7203"
Milan TN,"-88.7554,35.9126"
Mason TN,"-89.5412,35.4128"
Decatur TN,"-84.7933,35.5292"
Sewanee TN,"-85.9213,35.1975"
Riceville TN,"-84.6990,35.3895"
Baneberry TN,"-83.2783,36.0464"
Harrogate TN,"-83.6462,36.5752"
Ethridge TN,"-87.3013,35.3218"
Mowbray Mountain TN,"-85.2225,35.2751"
Kenton TN,"-89.0155,36.2021"
Greenbrier TN,"-86.7976,36.4239"
Grand Junction TN,"-89.1889,35.0500"
Huntingdon TN,"-88.4181,36.0052"
Kingsport TN,"-82.5452,36.5224"
Tracy City TN,"-85.7515,35.2620"
Morristown TN,"-83.3005,36.2047"
Greenback TN,"-84.1724,35.6488"
Bradford TN,"-88.8159,36.0737"
Decherd TN,"-86.0757,35.2156"
Dover TN,"-87.8437,36.4818"
Hendersonville TN,"-86.5998,36.3063"
Liberty TN,"-85.9779,36.0045"
Tusculum TN,"-82.7454,36.1750"
Burlison TN,"-89.7847,35.5569"
Lexington TN,"-88.3946,35.6611"
Sale Creek TN,"-85.0875,35.3895"
Finger TN,"-88.6169,35.3570"
Winfield TN,"-84.4459,36.5637"
Vanleer TN,"-87.4466,36.2381"
Red Bank TN,"-85.2962,35.1117"
Normandy TN,"-86.2582,35.4523"
Maury City TN,"-89.2239,35.8145"
Ardmore TN,"-86.8550,35.0031"
Yorkville TN,"-89.1184,36.0976"
Clarksville TN,"-87.3428,36.5696"
Atoka TN,"-89.7861,35.4239"
Maryville TN,"-83.9787,35.7469"
Dandridge TN,"-83.4308,36.0284"
Mosheim TN,"-82.9656,36.1955"
Green Hill TN,"-86.5733,36.2349"
Bowman TN,"-85.0305,36.0586"
Spencer TN,"-85.4560,35.7393"
Somerville TN,"-89.3868,35.2352"
Graysville TN,"-85.0763,35.4493"
Burns TN,"-87.2983,36.0507"
Altamont TN,"-85.7433,35.4325"
Oakdale TN,"-84.5573,35.9897"
Graball TN,"-86.4396,36.4837"
Alamo TN,"-89.1167,35.7831"
Plainview TN,"-83.7931,36.1807"
South Cleveland TN,"-84.9097,35.1097"
Harriman TN,"-84.5603,35.9306"
Etowah TN,"-84.5282,35.3381"
Sevierville TN,"-83.5678,35.8873"
Hornbeak TN,"-89.2949,36.3355"
Bulls Gap TN,"-83.0788,36.2616"
Rural Hill TN,"-86.5152,36.1164"
Halls TN,"-89.4050,35.8796"
Wildwood Lake TN,"-84.8513,35.0893"
Eagleton Village TN,"-83.9363,35.7884"
Garland TN,"-89.7526,35.5818"
Ridgeside TN,"-85.2469,35.0349"
McLemoresville TN,"-88.5801,35.9863"
Tellico Village TN,"-84.2661,35.6977"
Pittman Center TN,"-83.3886,35.7595"
Petersburg TN,"-86.6407,35.3173"
Monteagle TN,"-85.8512,35.2367"
New Market TN,"-83.5493,36.1096"
Lobelville TN,"-87.7958,35.7507"
Charleston TN,"-84.7611,35.2863"
Signal Mountain TN,"-85.3457,35.1449"
Telford TN,"-82.5478,36.2534"
Caryville TN,"-84.2198,36.3252"
Parker's Crossroads TN,"-88.3906,35.7893"
Norris TN,"-84.0629,36.2137"
Walnut Grove TN,"-86.6057,36.4890"
Westmoreland TN,"-86.2460,36.5620"
Waynesboro TN,"-87.7593,35.3236"
Franklin TN,"-86.8525,35.9216"
Centertown TN,"-85.9197,35.7251"
Chesterfield TN,"-88.2700,35.6467"
Fairmount TN,"-85.3302,35.1844"
Bethpage TN,"-86.3085,36.4844"
Cookeville TN,"-85.5114,36.1484"
Big Sandy TN,"-88.0854,36.2325"
Cottontown TN,"-86.5336,36.4490"
Athens TN,"-84.6045,35.4573"
Fairfield TN,"-86.3425,36.6209"
Coalmont TN,"-85.7113,35.3458"
Mooresburg TN,"-83.2362,36.3531"
Mascot TN,"-83.7650,36.0673"
Rutherford TN,"-88.9920,36.1249"
Smyrna TN,"-86.5253,35.9722"
Bean Station TN,"-83.2852,36.3322"
Shackle Island TN,"-86.6168,36.3775"
Springfield TN,"-86.8709,36.4943"
Pigeon Forge TN,"-83.5623,35.7977"
Spurgeon TN,"-82.4622,36.4430"
Guys TN,"-88.5427,35.0191"
Spring Hill TN,"-86.9116,35.7438"
Millersville TN,"-86.7111,36.3968"
Gainesboro TN,"-85.6495,36.3618"
Cross Plains TN,"-86.6766,36.5412"
Shelbyville TN,"-86.4516,35.4987"
Watauga TN,"-82.2919,36.3688"
Middle Valley TN,"-85.1958,35.1878"
Jackson TN,"-88.8353,35.6536"
Church Hill TN,"-82.7151,36.5204"
Huntland TN,"-86.2689,35.0579"
Lone Oak TN,"-85.3685,35.2007"
Tiptonville TN,"-89.4674,36.3862"
Alcoa TN,"-83.9752,35.8073"
Livingston TN,"-85.3265,36.3875"
Loretto TN,"-87.4402,35.0794"
Gallaway TN,"-89.6066,35.3274"
Cottage Grove TN,"-88.4789,36.3781"
Seymour TN,"-83.7742,35.8761"
Moscow TN,"-89.3893,35.0611"
Midtown TN,"-84.5716,35.8813"
Walnut Hill TN,"-82.2656,36.5679"
Orlinda TN,"-86.7015,36.5938"
Gleason TN,"-88.6107,36.2174"
Scotts Hill TN,"-88.2526,35.5188"
Coalfield TN,"-84.4414,36.0219"
Wildwood TN,"-83.8686,35.7998"
Banner Hill TN,"-82.4202,36.1222"
Ridgely TN,"-89.4808,36.2607"
New Tazewell TN,"-83.6053,36.4381"
Troy TN,"-89.1583,36.3420"
Williston TN,"-89.3754,35.1585"
Dodson Branch TN,"-85.5321,36.3149"
Murfreesboro TN,"-86.4117,35.8493"
Woodbury TN,"-86.0724,35.8247"
Fairview TN,"-87.1293,35.9815"
New Union TN,"-86.0832,35.5340"
Red Boiling Springs TN,"-85.8481,36.5301"
Woodland Mills TN,"-89.1103,36.4765"
Trezevant TN,"-88.6206,36.0110"
Braden TN,"-89.5718,35.3685"
Tullahoma TN,"-86.2173,35.3721"
Knoxville TN,"-83.9496,35.9692"
Clarkrange TN,"-85.0096,36.1857"
Pelham TN,"-85.8703,35.3342"
Walden TN,"-85.3098,35.1635"
Olivet TN,"-88.1939,35.2048"
Eastview TN,"-88.5517,35.0877"
Crump TN,"-88.3381,35.2315"
Falling Water TN,"-85.2604,35.1962"
Elgin TN,"-84.6091,36.3285"
Sweetwater TN,"-84.4717,35.6029"
Hickory Valley TN,"-89.1260,35.1550"
Smithville TN,"-85.8211,35.9584"
Centerville TN,"-87.4577,35.8042"
Puryear TN,"-88.3324,36.4413"
Three Way TN,"-88.8572,35.7720"
Ooltewah TN,"-85.0547,35.0722"
Jacksboro TN,"-84.1928,36.3352"
Nolensville TN,"-86.6720,35.9572"
Gates TN,"-89.4081,35.8406"
Slayden TN,"-87.4656,36.2913"
Jefferson City TN,"-83.4838,36.1196"
Michie TN,"-88.4257,35.0605"
Harrison TN,"-85.1464,35.1275"
Milledgeville TN,"-88.3661,35.3776"
Palmer TN,"-85.5656,35.3576"
Dyersburg TN,"-89.3777,36.0465"
Tellico Plains TN,"-84.2982,35.3665"
Englewood TN,"-84.4883,35.4228"
Adams TN,"-87.0634,36.5826"
Cedar Hill TN,"-87.0010,36.5512"
Lebanon TN,"-86.3475,36.2039"
Fincastle TN,"-84.0480,36.4038"
Dresden TN,"-88.6940,36.2790"
Brighton TN,"-89.7354,35.4812"
Central TN,"-82.2940,36.3289"
Jasper TN,"-85.6228,35.0664"
Henning TN,"-89.5770,35.6820"
Morrison TN,"-85.9117,35.6048"
Coopertown TN,"-86.9658,36.4143"
Wartburg TN,"-84.5860,36.1038"
Andersonville TN,"-84.0330,36.1970"
Ridgetop TN,"-86.7681,36.4045"
Fayetteville TN,"-86.5634,35.1490"
Parsons TN,"-88.1230,35.6512"
Dyer TN,"-88.9921,36.0710"
Byrdstown TN,"-85.1345,36.5737"
Gordonsville TN,"-85.9324,36.1817"
Flat Top Mountain TN,"-85.2000,35.3319"
Goodlettsville TN,"-86.7029,36.3327"
Ramer TN,"-88.6175,35.0719"
Waverly TN,"-87.7846,36.0939"
Greeneville TN,"-82.8198,36.1680"
South Pittsburg TN,"-85.7183,35.0111"
Elizabethton TN,"-82.2369,36.3367"
Lyles TN,"-87.3450,35.9195"
Gatlinburg TN,"-83.4938,35.7250"
Pine Crest TN,"-82.3107,36.2966"
McKenzie TN,"-88.5077,36.1371"
Walland TN,"-83.8069,35.7320"
Alexandria TN,"-86.0381,36.0791"
Algood TN,"-85.4467,36.1999"
Blountville TN,"-82.3290,36.5330"
Selmer TN,"-88.5955,35.1708"
Bethel Springs TN,"-88.6131,35.2341"
Linden TN,"-87.8429,35.6123"
Henderson TN,"-88.6531,35.4445"
Celina TN,"-85.5043,36.5469"
Johnson City TN,"-82.3803,36.3406"
Vonore TN,"-84.2364,35.5977"
Cumberland City TN,"-87.6403,36.3828"
Bruceton TN,"-88.2466,36.0349"
Hunter TN,"-82.1511,36.3978"
Iron City TN,"-87.5855,35.0227"
Unicoi TN,"-82.3293,36.2217"
Friendship TN,"-89.2414,35.9084"
Portland TN,"-86.5194,36.5883"
Cornersville TN,"-86.8583,35.3628"
Jonesborough TN,"-82.4766,36.2959"
Humboldt TN,"-88.9043,35.8255"
Mount Pleasant TN,"-87.1872,35.5484"
Benton TN,"-84.6516,35.1749"
Crossville TN,"-85.0294,35.9526"
Arlington TN,"-89.6680,35.2594"
Gilt Edge TN,"-89.8303,35.5336"
Loudon TN,"-84.3704,35.7413"
Saltillo TN,"-88.2393,35.3822"
Samburg TN,"-89.3533,36.3823"
Chattanooga TN,"-85.2487,35.0657"
Hollow Rock TN,"-88.2740,36.0355"
Charlotte TN,"-87.3389,36.1861"
Oneida TN,"-84.5104,36.5172"
Minor Hill TN,"-87.1654,35.0424"
Dayton TN,"-85.0120,35.4912"
Gadsden TN,"-88.9861,35.7767"
Eagleville TN,"-86.6528,35.7391"
Lewisburg TN,"-86.7896,35.4493"
Orme TN,"-85.8048,35.0147"
Savannah TN,"-88.2359,35.2211"
Cowan TN,"-86.0142,35.1629"
Flintville TN,"-86.4164,35.0601"
Rives TN,"-89.0496,36.3561"
Toone TN,"-88.9542,35.3565"
Nashville TN,"-86.7843,36.1715"
Lenoir City TN,"-84.2817,35.8110"
Sardis TN,"-88.2913,35.4424"
Eva TN,"-88.0082,36.0686"
Elkton TN,"-86.8969,35.0615"
Bolivar TN,"-89.0118,35.2645"
Parrottsville TN,"-83.0915,36.0082"
Whiteville TN,"-89.1498,35.3180"
Bell Buckle TN,"-86.3530,35.5900"
Auburntown TN,"-86.0970,35.9510"
Newbern TN,"-89.2713,36.1169"
Fall Branch TN,"-82.6242,36.4161"
Tazewell TN,"-83.5669,36.4625"
Bartlett TN,"-89.8195,35.2337"
Belle Meade TN,"-86.8562,36.0994"
Sparta TN,"-85.4726,35.9347"
Clarksburg TN,"-88.3932,35.8668"
Lynnville TN,"-87.0055,35.3781"
Adamsville TN,"-88.3862,35.2564"
Thompson's Station TN,"-86.8995,35.8090"
Ashland City TN,"-87.0412,36.2607"
South Fulton TN,"-88.8835,36.4931"
Mount Carmel TN,"-82.6618,36.5620"
Fairfield Glade TN,"-84.8711,36.0028"
Estill Springs TN,"-86.1395,35.2753"
Rogersville TN,"-83.0042,36.4081"
Whitwell TN,"-85.5212,35.1918"
Clinton TN,"-84.1283,36.0981"
Greenfield TN,"-88.8036,36.1600"
Middleton TN,"-88.8902,35.0593"
Farragut TN,"-84.1822,35.8731"
La Grange TN,"-89.2408,35.0477"
Wartrace TN,"-86.3301,35.5253"
New Johnsonville TN,"-87.9696,36.0163"
Castalian Springs TN,"-86.3068,36.4012"
Medina TN,"-88.7901,35.8152"
Collierville TN,"-89.6988,35.0471"
Watertown TN,"-86.1402,36.1010"
Lafayette TN,"-86.0306,36.5241"
Monterey TN,"-85.2643,36.1446"
Dunlap TN,"-85.3899,35.3675"
Gruetli-Laager TN,"-85.6375,35.3725"
Oak Grove TN,"-82.4293,36.4223"
Obion TN,"-89.1947,36.2643"
New Deal TN,"-86.5629,36.5139"
Bloomingdale TN,"-82.5096,36.5793"
Carthage TN,"-85.9430,36.2566"
Decaturville TN,"-88.1195,35.5820"
East Ridge TN,"-85.2285,34.9973"
Covington TN,"-89.6482,35.5661"
Maynardville TN,"-83.8057,36.2470"
Sunbright TN,"-84.6801,36.2429"
Chapel Hill TN,"-86.6956,35.6294"
Erwin TN,"-82.4116,36.1456"
Jellico TN,"-84.1355,36.5651"
Blaine TN,"-83.6940,36.1478"
La Vergne TN,"-86.5582,36.0203"
Oak Hill TN,"-86.7856,36.0735"
Lakesite TN,"-85.1412,35.2027"
Tennessee Ridge TN,"-87.7631,36.3194"
Rutledge TN,"-83.5310,36.2757"
Crab Orchard TN,"-84.8847,35.9066"
Apison TN,"-85.0089,35.0104"
Union City TN,"-89.0474,36.4268"
Silerton TN,"-88.8099,35.3424"
East Cleveland TN,"-84.8542,35.1523"
Wrigley TN,"-87.3537,35.8997"
Friendsville TN,"-84.1318,35.7563"
Stantonville TN,"-88.4302,35.1569"
Baxter TN,"-85.6349,36.1536"
Trimble TN,"-89.1879,36.2020"
Colonial Heights TN,"-82.5070,36.4852"
Jamestown TN,"-84.9341,36.4319"
Pleasant View TN,"-87.0455,36.3893"
McEwen TN,"-87.6355,36.1099"
Lake Tansi TN,"-85.0617,35.8706"
Lynchburg TN,"-86.3587,35.2846"
Ducktown TN,"-84.3848,35.0361"
Cumberland Gap TN,"-83.6659,36.5974"
Philadelphia TN,"-84.3998,35.6791"
Sharon TN,"-88.8252,36.2349"
Park City TN,"-86.5834,35.0782"
New Hope TN,"-85.6598,35.0044"
Mountain City TN,"-81.8049,36.4695"
Pulaski TN,"-87.0350,35.1933"
Pleasant Hill TN,"-85.1996,35.9767"
Petros TN,"-84.4503,36.1028"
Germantown TN,"-89.7825,35.0829"
Mitchellville TN,"-86.5400,36.6344"
Atwood TN,"-88.6689,35.9747"
Enville TN,"-88.4303,35.3911"
Manchester TN,"-86.0774,35.4630"
Summertown TN,"-87.3084,35.4344"
Rossville TN,"-89.5612,35.0324"
Bon Aqua Junction TN,"-87.3124,35.9281"
Gray TN,"-82.4767,36.4219"
Ripley TN,"-89.5358,35.7449"
Darden TN,"-88.2261,35.6384"
Gibson TN,"-88.8439,35.8743"
Unionville TN,"-86.5739,35.6118"
Madisonville TN,"-84.3630,35.5233"
Spring City TN,"-84.8626,35.6884"
Calhoun TN,"-84.7454,35.2979"
Collegedale TN,"-85.0488,35.0521"
Brentwood TN,"-86.7758,35.9918"
Grimsley TN,"-84.9970,36.2761"
White Bluff TN,"-87.2113,36.1001"
Hopewell TN,"-84.9139,35.2387"
Bristol TN,"-82.2154,36.5572"
Pikeville TN,"-85.1984,35.6026"
White House TN,"-86.6667,36.4649"
Lawrenceburg TN,"-87.3325,35.2497"
Oakland TN,"-89.5372,35.2256"
Huntsville TN,"-84.5043,36.4105"
Kingston Springs TN,"-87.1039,36.0841"
Kimball TN,"-85.6740,35.0469"
Helenwood TN,"-84.5532,36.4287"
Fairgarden TN,"-83.4108,35.8915"
Dowelltown TN,"-85.9427,36.0125"
Baileyton TN,"-82.8292,36.3304"
Collinwood TN,"-87.7441,35.1745"
Rockwood TN,"-84.6730,35.8693"
Columbia TN,"-87.0487,35.6236"
Allardt TN,"-84.8814,36.3811"
Mount Juliet TN,"-86.5114,36.1991"
Saulsbury TN,"-89.0883,35.0489"
St. Joseph TN,"-87.5008,35.0330"
Winchester TN,"-86.1075,35.1898"
Doyle TN,"-85.5120,35.8552"
Lookout Mountain TN,"-85.3516,34.9944"
Martin TN,"-88.8512,36.3386"
Hartsville TN,"-86.1568,36.3921"
Munford TN,"-89.8148,35.4433"
Cleveland TN,"-84.8707,35.1818"
Clifton TN,"-87.9927,35.3792"
Millington TN,"-89.8991,35.3350"
Camden TN,"-88.1047,36.0663"
Rockvale TN,"-86.5210,35.7668"
Townsend TN,"-83.7528,35.6763"
Memphis TN,"-89.9773,35.1046"
Bransford TN,"-86.2853,36.5133"
Pegram TN,"-87.0565,36.1037"
Lakeland TN,"-89.7308,35.2585"
Lakewood Park TN,"-86.1357,35.6482"
Kingston TN,"-84.4959,35.8713"
Erin TN,"-87.7025,36.3159"
Copperhill TN,"-84.3749,34.9952"
Christiana TN,"-86.4109,35.7204"
Roan Mountain TN,"-82.0706,36.1866"
Port Jervis NY,"-74.6909,41.3782"
Brewster Hill NY,"-73.6069,41.4228"
Sodus NY,"-77.0628,43.2371"
Roslyn NY,"-73.6491,40.7990"
Washington Mills NY,"-75.2811,43.0479"
Wellsburg NY,"-76.7298,42.0127"
Palenville NY,"-74.0229,42.1773"
Newburgh NY,"-74.0205,41.5037"
Aurora NY,"-76.6994,42.7511"
Byersville NY,"-77.7915,42.5838"
Inwood NY,"-73.7507,40.6218"
Plattsburgh NY,"-73.4563,44.6951"
Sanborn NY,"-78.8777,43.1451"
Almond NY,"-77.7386,42.3193"
Tupper Lake NY,"-74.4621,44.2326"
North Sea NY,"-72.4047,40.9330"
Odessa NY,"-76.7881,42.3350"
Panama NY,"-79.4850,42.0747"
Liberty NY,"-74.7429,41.7962"
Hempstead NY,"-73.6193,40.7043"
Cold Spring Harbor NY,"-73.4488,40.8608"
Paul Smiths NY,"-74.2533,44.4341"
Niagara Falls NY,"-79.0147,43.0921"
Cherry Valley NY,"-74.7506,42.7978"
Ellisburg NY,"-76.1344,43.7351"
Terryville NY,"-73.0492,40.9090"
Dansville NY,"-77.6968,42.5625"
Groveland Station NY,"-77.7666,42.6634"
Chenango Bridge NY,"-75.8586,42.1716"
Hillside Lake NY,"-73.7944,41.6191"
Mamaroneck NY,"-73.7316,40.9469"
St. Regis Falls NY,"-74.5309,44.6764"
Brightwaters NY,"-73.2642,40.7193"
North Hills NY,"-73.6778,40.7765"
Clarence Center NY,"-78.6308,43.0085"
Kaser NY,"-74.0685,41.1213"
Brockport NY,"-77.9403,43.2137"
Wesley Hills NY,"-74.0769,41.1578"
Painted Post NY,"-77.0925,42.1634"
Norwood NY,"-74.9970,44.7481"
South Hill NY,"-76.4883,42.4113"
Carle Place NY,"-73.6122,40.7500"
Felts Mills NY,"-75.7595,44.0201"
Scotchtown NY,"-74.3682,41.4759"
Livonia NY,"-77.6688,42.8219"
Brookville NY,"-73.5696,40.8123"
Moriches NY,"-72.8235,40.8070"
Lakewood NY,"-79.3200,42.0991"
Colonie NY,"-73.8333,42.7199"
Grandyle Village NY,"-78.9524,42.9866"
Granville NY,"-73.2617,43.4082"
Greenport West NY,"-72.3759,41.1022"
Saltaire NY,"-73.1949,40.6388"
Crystal Beach NY,"-77.2582,42.8095"
Scottsburg NY,"-77.7124,42.6639"
South Huntington NY,"-73.3921,40.8225"
Portville NY,"-78.3373,42.0368"
Haverstraw NY,"-73.9520,41.1934"
Town Line NY,"-78.5610,42.8858"
Retsof NY,"-77.8757,42.8325"
Salisbury Mills NY,"-74.1098,41.4308"
Hewlett NY,"-73.6942,40.6422"
Castleton-on-Hudson NY,"-73.7493,42.5332"
Port Washington North NY,"-73.7014,40.8434"
Upper Nyack NY,"-73.9057,41.1143"
Hammondsport NY,"-77.2236,42.4082"
Bronxville NY,"-73.8263,40.9394"
Patchogue NY,"-73.0185,40.7621"
Syracuse NY,"-76.1438,43.0409"
Shoreham NY,"-72.9072,40.9571"
Pine Bush NY,"-74.2966,41.6094"
Fort Ann NY,"-73.4907,43.4146"
Bedford Hills NY,"-73.6959,41.2362"
Rhinecliff NY,"-73.9441,41.9223"
Manhasset NY,"-73.6943,40.7884"
Newport NY,"-75.0151,43.1859"
Angola NY,"-79.0295,42.6379"
New Berlin NY,"-75.3353,42.6240"
Le Roy NY,"-77.9899,42.9780"
Albany NY,"-73.7987,42.6664"
Amagansett NY,"-72.1326,40.9844"
Sagaponack NY,"-72.2726,40.9302"
Croghan NY,"-75.3914,43.8947"
Deer Park NY,"-73.3219,40.7623"
Fort Montgomery NY,"-73.9853,41.3401"
Honeoye Falls NY,"-77.5903,42.9557"
Hannibal NY,"-76.5778,43.3194"
Remsenburg-Speonk NY,"-72.7046,40.8169"
Old Westbury NY,"-73.5975,40.7866"
North Merrick NY,"-73.5615,40.6871"
Earlville NY,"-75.5436,42.7401"
Cragsmoor NY,"-74.3912,41.6655"
Plattsburgh West NY,"-73.5037,44.6837"
Centereach NY,"-73.0808,40.8696"
Harrisville NY,"-75.3211,44.1532"
Nedrow NY,"-76.1417,42.9779"
East Quogue NY,"-72.5783,40.8489"
Cape Vincent NY,"-76.3302,44.1263"
North Gates NY,"-77.7064,43.1718"
Saranac Lake NY,"-74.1315,44.3246"
Bemus Point NY,"-79.3895,42.1635"
Geneva NY,"-76.9827,42.8644"
Holtsville NY,"-73.0447,40.8123"
Water Mill NY,"-72.3532,40.9222"
Balmville NY,"-74.0233,41.5281"
Stony Brook NY,"-73.1278,40.9060"
Valatie NY,"-73.6778,42.4134"
Dannemora NY,"-73.7186,44.7197"
Dering Harbor NY,"-72.3417,41.0931"
Poland NY,"-75.0612,43.2260"
Great Neck NY,"-73.7332,40.8029"
Watkins Glen NY,"-76.8673,42.3801"
Livonia Center NY,"-77.6420,42.8210"
Cattaraugus NY,"-78.8673,42.3301"
Wurtsboro NY,"-74.4856,41.5761"
Clark Mills NY,"-75.3757,43.0895"
Lyon Mountain NY,"-73.8823,44.7249"
Morristown NY,"-75.6453,44.5842"
Gilgo NY,"-73.3788,40.6377"
Port Jefferson Station NY,"-73.0651,40.9260"
Hammond NY,"-75.6935,44.4464"
Elmsford NY,"-73.8143,41.0541"
Schaghticoke NY,"-73.5878,42.8988"
Wanakah NY,"-78.9028,42.7434"
Mayfield NY,"-74.2661,43.1028"
Boonville NY,"-75.3296,43.4813"
Wappingers Falls NY,"-73.9181,41.5984"
Port Gibson NY,"-77.1576,43.0334"
East Nassau NY,"-73.5085,42.5330"
Montauk NY,"-71.9449,41.0471"
Bethpage NY,"-73.4856,40.7495"
Waddington NY,"-75.1969,44.8591"
Waterville NY,"-75.3802,42.9306"
Farmingville NY,"-73.0401,40.8389"
Islip Terrace NY,"-73.1872,40.7506"
Churchville NY,"-77.8824,43.1036"
Glen Park NY,"-75.9548,44.0016"
Mastic Beach NY,"-72.8375,40.7679"
Floral Park NY,"-73.7029,40.7225"
Greene NY,"-75.7694,42.3297"
Lindenhurst NY,"-73.3709,40.6858"
Peekskill NY,"-73.9227,41.2883"
